 "t","1","2"
 0.0000000000000000,0.0000000000000000,-0.0000000000000000
 1.98019801980198033E-004,814.21830820723096,-814.21830820723096
 3.96039603960396066E-004,948.40960075081364,-948.40960075081364
 5.94059405940594153E-004,1056.9030616959731,-1056.9030616959731
 7.92079207920792132E-004,1151.2122772433104,-1151.2122772433104
 9.90099009900990111E-004,1240.4344115729873,-1240.4344115729873
 1.18811881188118831E-003,1329.9053723118877,-1329.9053723118877
 1.38613861386138629E-003,1421.6777070292587,-1421.6777070292587
 1.58415841584158426E-003,1515.7768814372623,-1515.7768814372623
 1.78217821782178224E-003,1611.1506507525069,-1611.1506507525069
 1.98019801980198022E-003,1706.3927699727892,-1706.3927699727892
 2.17821782178217842E-003,1800.1315710435376,-1800.1315710435376
 2.37623762376237661E-003,1891.1770667926774,-1891.1770667926774
 2.57425742574257438E-003,1978.5312768786953,-1978.5312768786953
 2.77227722772277257E-003,2061.3502194520893,-2061.3502194520893
 2.97029702970297033E-003,2138.9099252871938,-2138.9099252871938
 3.16831683168316853E-003,2210.5864586104422,-2210.5864586104422
 3.36633663366336672E-003,2275.8447633860587,-2275.8447633860587
 3.56435643564356449E-003,2334.2309334405195,-2334.2309334405195
 3.76237623762376268E-003,2385.3616612119749,-2385.3616612119749
 3.96039603960396044E-003,2428.9136983511980,-2428.9136983511980
 4.15841584158415864E-003,2464.6133451686469,-2464.6133451686469
 4.35643564356435684E-003,2492.2271425463477,-2492.2271425463477
 4.55445544554455503E-003,2511.5535221423511,-2511.5535221423511
 4.75247524752475323E-003,2522.4160542636096,-2522.4160542636096
 4.95049504950495056E-003,2524.6571532821276,-2524.6571532821276
 5.14851485148514875E-003,2518.1332692893739,-2518.1332692893739
 5.34653465346534695E-003,2502.7099581710972,-2502.7099581710972
 5.54455445544554514E-003,2478.2574348254957,-2478.2574348254957
 5.74257425742574334E-003,2444.6458876078300,-2444.6458876078300
 5.94059405940594067E-003,2401.7414365182453,-2401.7414365182453
 6.13861386138613886E-003,2349.4004429789202,-2349.4004429789202
 6.33663366336633706E-003,2287.4638187377541,-2287.4638187377541
 6.53465346534653525E-003,2215.7503787755968,-2215.7503787755968
 6.73267326732673345E-003,2134.0480954860054,-2134.0480954860054
 6.93069306930693078E-003,2042.1040197024993,-2042.1040197024993
 7.12871287128712897E-003,1939.6124337170270,-1939.6124337170270
 7.32673267326732717E-003,1826.2000138534052,-1826.2000138534052
 7.52475247524752536E-003,1701.4094982513645,-1701.4094982513645
 7.72277227722772356E-003,1564.6839990532105,-1564.6839990532105
 7.92079207920792089E-003,1415.3544687724745,-1415.3544687724745
 8.11881188118811908E-003,1252.6422536304465,-1252.6422536304465
 8.31683168316831728E-003,1075.6930951962843,-1075.6930951962843
 8.51485148514851548E-003,883.68162731655946,-883.68162731655946
 8.71287128712871367E-003,676.04425797911517,-676.04425797911517
 8.91089108910891187E-003,452.93169123299560,-452.93169123299560
 9.10891089108911006E-003,215.97282683687806,-215.97282683687806
 9.30693069306930826E-003,-30.658869559342392,30.658869559342392
 9.50495049504950645E-003,-279.08206575654913,279.08206575654913
 9.70297029702970291E-003,-518.14548074631284,518.14548074631284
 9.90099009900990111E-003,-735.29739652570970,735.29739652570970
 1.00990099009900993E-002,-921.79475324501334,921.79475324501334
 1.02970297029702975E-002,-1077.0180691395976,1077.0180691395976
 1.04950495049504957E-002,-1208.5707887962210,1208.5707887962210
 1.06930693069306939E-002,-1327.8832266211380,1327.8832266211380
 1.08910891089108921E-002,-1445.3918292296296,1445.3918292296296
 1.10891089108910903E-002,-1567.8155619021854,1567.8155619021854
 1.12871287128712885E-002,-1698.0094520997836,1698.0094520997836
 1.14851485148514867E-002,-1836.0006406392258,1836.0006406392258
 1.16831683168316831E-002,-1980.2889797988487,1980.2889797988487
 1.18811881188118813E-002,-2128.8783994490559,2128.8783994490559
 1.20792079207920795E-002,-2279.8025123235507,2279.8025123235507
 1.22772277227722777E-002,-2431.2122410707916,2431.2122410707916
 1.24752475247524759E-002,-2581.2966042031367,2581.2966042031367
 1.26732673267326741E-002,-2728.2423798336313,2728.2423798336313
 1.28712871287128723E-002,-2870.2693549679975,2870.2693549679975
 1.30693069306930705E-002,-3005.6848293865391,3005.6848293865391
 1.32673267326732687E-002,-3132.9138896661202,3132.9138896661202
 1.34653465346534669E-002,-3250.5069948238834,3250.5069948238834
 1.36633663366336651E-002,-3357.1402101678009,3357.1402101678009
 1.38613861386138616E-002,-3451.6150301422158,3451.6150301422158
 1.40594059405940598E-002,-3532.8578681581007,3532.8578681581007
 1.42574257425742579E-002,-3599.9319883723538,3599.9319883723538
 1.44554455445544561E-002,-3652.0273611587918,3652.0273611587918
 1.46534653465346543E-002,-3688.4807415346763,3688.4807415346763
 1.48514851485148525E-002,-3708.7620867418650,3708.7620867418650
 1.50495049504950507E-002,-3712.4962353970459,3712.4962353970459
 1.52475247524752489E-002,-3699.4358650970653,3699.4358650970653
 1.54455445544554471E-002,-3669.4999347005387,3669.4999347005387
 1.56435643564356436E-002,-3622.7405098524218,3622.7405098524218
 1.58415841584158418E-002,-3559.2265925823435,3559.2265925823435
 1.60396039603960400E-002,-3479.3637541357693,3479.3637541357693
 1.62376237623762382E-002,-3383.4700527001760,3383.4700527001760
 1.64356435643564364E-002,-3272.0516260173563,3272.0516260173563
 1.66336633663366346E-002,-3145.6162059165677,3145.6162059165677
 1.68316831683168328E-002,-3004.7616707242155,3004.7616707242155
 1.70297029702970310E-002,-2850.0699589683563,2850.0699589683563
 1.72277227722772291E-002,-2682.1269783740445,2682.1269783740445
 1.74257425742574273E-002,-2501.4658277328126,2501.4658277328126
 1.76237623762376255E-002,-2308.5440774710964,2308.5440774710964
 1.78217821782178237E-002,-2103.7118140616003,2103.7118140616003
 1.80198019801980219E-002,-1887.1883393060261,1887.1883393060261
 1.82178217821782201E-002,-1659.0654863950072,1659.0654863950072
 1.84158415841584183E-002,-1419.3563404809793,1419.3563404809793
 1.86138613861386165E-002,-1168.1432706399141,1168.1432706399141
 1.88118811881188147E-002,-905.89820542024142,905.89820542024142
 1.90099009900990129E-002,-634.07429811548275,634.07429811548275
 1.92079207920792076E-002,-356.03380985626876,356.03380985626876
 1.94059405940594058E-002,-78.153244509703569,78.153244509703569
 1.96039603960396040E-002,189.41682674783448,-189.41682674783448
 1.98019801980198022E-002,434.00190826222530,-434.00190826222530
 2.00000000000000004E-002,644.03801614740655,-644.03801614740655
