 "t","1","2"
 0.0000000000000000,3000.0000000000000,-3000.0000000000000
 1.98019801980198033E-004,2991.5404295388707,-2991.5404295388707
 3.96039603960396066E-004,2970.9885544835270,-2970.9885544835270
 5.94059405940594153E-004,2938.7882651094960,-2938.7882651094960
 7.92079207920792132E-004,2894.6257925948057,-2894.6257925948057
 9.90099009900990111E-004,2838.6053857873076,-2838.6053857873076
 1.18811881188118831E-003,2770.6536700354441,-2770.6536700354441
 1.38613861386138629E-003,2690.8250597223296,-2690.8250597223296
 1.58415841584158426E-003,2599.1224081172181,-2599.1224081172181
 1.78217821782178224E-003,2495.5761009054563,-2495.5761009054563
 1.98019801980198022E-003,2380.1864692055478,-2380.1864692055478
 2.17821782178217842E-003,2252.9286058328435,-2252.9286058328435
 2.37623762376237661E-003,2113.7260929382528,-2113.7260929382528
 2.57425742574257438E-003,1962.4345731343922,-1962.4345731343922
 2.77227722772277257E-003,1798.8217828198626,-1798.8217828198626
 2.97029702970297033E-003,1622.5537195885199,-1622.5537195885199
 3.16831683168316853E-003,1433.1990148457041,-1433.1990148457041
 3.36633663366336672E-003,1230.2721096145697,-1230.2721096145697
 3.56435643564356449E-003,1013.3580869842581,-1013.3580869842581
 3.76237623762376268E-003,782.38622561336751,-782.38622561336751
 3.96039603960396044E-003,538.15023920703527,-538.15023920703527
 4.15841584158415864E-003,283.14585705263170,-283.14585705263170
 4.35643564356435684E-003,22.758852314325487,-22.758852314325487
 4.55445544554455503E-003,-234.20433445229145,234.20433445229145
 4.75247524752475323E-003,-475.32072257831794,475.32072257831794
 4.95049504950495056E-003,-688.40655042509218,688.40655042509218
 5.14851485148514875E-003,-866.21224598098979,866.21224598098979
 5.34653465346534695E-003,-1010.1781695613935,1010.1781695613935
 5.54455445544554514E-003,-1129.2058104599239,1129.2058104599239
 5.74257425742574334E-003,-1234.8010437890434,1234.8010437890434
 5.94059405940594067E-003,-1336.5691259071145,1336.5691259071145
 6.13861386138613886E-003,-1440.3831813995562,1440.3831813995562
 6.33663366336633706E-003,-1548.6086094737063,1548.6086094737063
 6.53465346534653525E-003,-1661.2144661129969,1661.2144661129969
 6.73267326732673345E-003,-1776.9125422330037,1776.9125422330037
 6.93069306930693078E-003,-1893.9930286304900,1893.9930286304900
 7.12871287128712897E-003,-2010.7815019433901,2010.7815019433901
 7.32673267326732717E-003,-2125.7829994573999,2125.7829994573999
 7.52475247524752536E-003,-2237.6654746756590,2237.6654746756590
 7.72277227722772356E-003,-2345.2158522694572,2345.2158522694572
 7.92079207920792089E-003,-2447.3222191596524,2447.3222191596524
 8.11881188118811908E-003,-2542.9776971700376,2542.9776971700376
 8.31683168316831728E-003,-2631.2865625302011,2631.2865625302011
 8.51485148514851548E-003,-2711.4626188221387,2711.4626188221387
 8.71287128712871367E-003,-2782.8214682679227,2782.8214682679227
 8.91089108910891187E-003,-2844.7700749307787,2844.7700749307787
