           1          11           2           1
          11          12           2           1
           2          12           3           1
          12          13           3           1
           3          13           4           1
          13          14           4           1
           4          14           5           1
          14          15           5           1
           5          15           6           1
          15          16           6           1
           6          16           7           1
          16          17           7           1
           7          17           8           1
          17          18           8           1
           8          18           9           1
          18          19           9           1
           9          19          10           1
          19          20          10           1
          11          21          12           1
          21          22          12           1
          12          22          13           1
          22          23          13           1
          13          23          14           1
          23          24          14           1
          14          24          15           1
          24          25          15           1
          15          25          16           1
          25          26          16           1
          16          26          17           1
          26          27          17           1
          17          27          18           1
          27          28          18           1
          18          28          19           1
          28          29          19           1
          19          29          20           1
          29          30          20           1
          21          31          22           1
          31          32          22           1
          22          32          23           1
          32          33          23           1
          23          33          24           1
          33          34          24           1
          24          34          25           1
          34          35          25           1
          25          35          26           1
          35          36          26           1
          26          36          27           1
          36          37          27           1
          27          37          28           1
          37          38          28           1
          28          38          29           1
          38          39          29           1
          29          39          30           1
          39          40          30           1
          31          41          32           1
          41          42          32           1
          32          42          33           1
          42          43          33           1
          33          43          34           1
          43          44          34           1
          34          44          35           1
          44          45          35           1
          35          45          36           1
          45          46          36           1
          36          46          37           1
          46          47          37           1
          37          47          38           1
          47          48          38           1
          38          48          39           1
          48          49          39           1
          39          49          40           1
          49          50          40           1
          41          51          42           1
          51          52          42           1
          42          52          43           1
          52          53          43           1
          43          53          44           1
          53          54          44           1
          44          54          45           1
          54          55          45           1
          45          55          46           1
          55          56          46           1
          46          56          47           1
          56          57          47           1
          47          57          48           1
          57          58          48           1
          48          58          49           1
          58          59          49           1
          49          59          50           1
          59          60          50           1
          51          61          52           1
          61          62          52           1
          52          62          53           1
          62          63          53           1
          53          63          54           1
          63          64          54           1
          54          64          55           1
          64          65          55           1
          55          65          56           1
          65          66          56           1
          56          66          57           1
          66          67          57           1
          57          67          58           1
          67          68          58           1
          58          68          59           1
          68          69          59           1
          59          69          60           1
          69          70          60           1
          61          71          62           1
          71          72          62           1
          62          72          63           1
          72          73          63           1
          63          73          64           1
          73          74          64           1
          64          74          65           1
          74          75          65           1
          65          75          66           1
          75          76          66           1
          66          76          67           1
          76          77          67           1
          67          77          68           1
          77          78          68           1
          68          78          69           1
          78          79          69           1
          69          79          70           1
          79          80          70           1
          71          81          72           1
          81          82          72           1
          72          82          73           1
          82          83          73           1
          73          83          74           1
          83          84          74           1
          74          84          75           1
          84          85          75           1
          75          85          76           1
          85          86          76           1
          76          86          77           1
          86          87          77           1
          77          87          78           1
          87          88          78           1
          78          88          79           1
          88          89          79           1
          79          89          80           1
          89          90          80           1
          81          91          82           1
          91          92          82           1
          82          92          83           1
          92          93          83           1
          83          93          84           1
          93          94          84           1
          84          94          85           1
          94          95          85           1
          85          95          86           1
          95          96          86           1
          86          96          87           1
          96          97          87           1
          87          97          88           1
          97          98          88           1
          88          98          89           1
          98          99          89           1
          89          99          90           1
          99         100          90           1
          91         101          92           1
         101         102          92           1
          92         102          93           1
         102         103          93           1
          93         103          94           1
         103         104          94           1
          94         104          95           1
         104         105          95           1
          95         105          96           1
         105         106          96           1
          96         106          97           1
         106         107          97           1
          97         107          98           1
         107         108          98           1
          98         108          99           1
         108         109          99           1
          99         109         100           1
         109         110         100           1
         101         111         102           1
         111         112         102           1
         102         112         103           1
         112         113         103           1
         103         113         104           1
         113         114         104           1
         104         114         105           1
         114         115         105           1
         105         115         106           1
         115         116         106           1
         106         116         107           1
         116         117         107           1
         107         117         108           1
         117         118         108           1
         108         118         109           1
         118         119         109           1
         109         119         110           1
         119         120         110           1
         111         121         112           1
         121         122         112           1
         112         122         113           1
         122         123         113           1
         113         123         114           1
         123         124         114           1
         114         124         115           1
         124         125         115           1
         115         125         116           1
         125         126         116           1
         116         126         117           1
         126         127         117           1
         117         127         118           1
         127         128         118           1
         118         128         119           1
         128         129         119           1
         119         129         120           1
         129         130         120           1
         121         131         122           1
         131         132         122           1
         122         132         123           1
         132         133         123           1
         123         133         124           1
         133         134         124           1
         124         134         125           1
         134         135         125           1
         125         135         126           1
         135         136         126           1
         126         136         127           1
         136         137         127           1
         127         137         128           1
         137         138         128           1
         128         138         129           1
         138         139         129           1
         129         139         130           1
         139         140         130           1
         131         141         132           1
         141         142         132           1
         132         142         133           1
         142         143         133           1
         133         143         134           1
         143         144         134           1
         134         144         135           1
         144         145         135           1
         135         145         136           1
         145         146         136           1
         136         146         137           1
         146         147         137           1
         137         147         138           1
         147         148         138           1
         138         148         139           1
         148         149         139           1
         139         149         140           1
         149         150         140           1
         141         151         142           1
         151         152         142           1
         142         152         143           1
         152         153         143           1
         143         153         144           1
         153         154         144           1
         144         154         145           1
         154         155         145           1
         145         155         146           1
         155         156         146           1
         146         156         147           1
         156         157         147           1
         147         157         148           1
         157         158         148           1
         148         158         149           1
         158         159         149           1
         149         159         150           1
         159         160         150           1
         151         161         152           1
         161         162         152           1
         152         162         153           1
         162         163         153           1
         153         163         154           1
         163         164         154           1
         154         164         155           1
         164         165         155           1
         155         165         156           1
         165         166         156           1
         156         166         157           1
         166         167         157           1
         157         167         158           1
         167         168         158           1
         158         168         159           1
         168         169         159           1
         159         169         160           1
         169         170         160           1
         161         171         162           1
         171         172         162           1
         162         172         163           1
         172         173         163           1
         163         173         164           1
         173         174         164           1
         164         174         165           1
         174         175         165           1
         165         175         166           1
         175         176         166           1
         166         176         167           1
         176         177         167           1
         167         177         168           1
         177         178         168           1
         168         178         169           1
         178         179         169           1
         169         179         170           1
         179         180         170           1
         171         181         172           1
         181         182         172           1
         172         182         173           1
         182         183         173           1
         173         183         174           1
         183         184         174           1
         174         184         175           1
         184         185         175           1
         175         185         176           1
         185         186         176           1
         176         186         177           1
         186         187         177           1
         177         187         178           1
         187         188         178           1
         178         188         179           1
         188         189         179           1
         179         189         180           1
         189         190         180           1
         181         191         182           1
         191         192         182           1
         182         192         183           1
         192         193         183           1
         183         193         184           1
         193         194         184           1
         184         194         185           1
         194         195         185           1
         185         195         186           1
         195         196         186           1
         186         196         187           1
         196         197         187           1
         187         197         188           1
         197         198         188           1
         188         198         189           1
         198         199         189           1
         189         199         190           1
         199         200         190           1
